id,side,area,mask_type,unused,resource_bytes,pixel_bytes,blitter_bytes,pixel_sha256,blitter_sha256,transparent_index_assumed
1019,32,1024,0,0,1698,1024,668,762c77099ab10db5c22cf553ad42186b4dc75ac32124945a9260fdc5e67f133b,3fc3375bd4dd911910f3fb07f619be6e3aa687d6e55ae9e04971f596825f1eec,0
1020,32,1024,0,0,1686,1024,656,1317eaaf5a5b4ed7a1332dce290667548f54834138bb17dbb01f095e410eff8f,b8ef6a10881afc56f5e65acee4f493f17d0e4017d43d970e1e97ecb9da26fc04,0
1021,32,1024,0,0,1650,1024,620,320ed0967440251eed1790910bbf92148a1d7bec3fc5d7cb0ca541e54713be01,10a52d3c39daf7f6ec8f8ddb1eceb4a5503545fa2a42d27471bbff78ca528a03,0
1022,32,1024,0,0,1608,1024,578,da2e439cec771708435d788f56244b2befbca585d8a8a789d62be97d56579a6a,cda3d90fd131744e9a2cab314d9698598ca2e5dc6dc206fba60ccee9dbbcc4cf,0
1023,32,1024,0,0,1554,1024,524,adeceaf5115783942c95fe0cb3f53195acfd48d9ef7ce9954dbf5a5a7046cbe2,aa1c144c121088079c05701215be2a8ddc44d4fe8961251719d7eae6279e4ba6,0
1024,32,1024,0,0,1520,1024,490,6bf15d3c67e198d621e54fb12b1b1503697c72965d6546a88f3d2a23b1af85b7,dba0f249f24bb22f668ad9dee88ef10f3eed2dd7048ed73e58c9cfc7d149e080,0
1025,32,1024,0,0,1526,1024,496,5c725f8533cd1952595327fb325f86b0eba853141511134fc00d3b55a9c39618,f2e6328a85177c96f206f74b9056f7869ec928d825a460730be03274bb6884d1,0
1026,32,1024,0,0,1608,1024,578,a44ff4dee8a376cab817a9758841deccb5aab2037d09f61c1f38989143f7c7fe,09ad1cb3532700e06a207405760e2f336e9a847f064be03c64a0bf625dee90e6,0
1027,32,1024,0,0,1644,1024,614,d0f3b05e342414985598961e64da124940b24c03d64f6636aa29fe4abd5c5ea6,417bc238baadd0615f02faaf2fbc7e96eeab93c145e90409394ad411126b15b0,0
1028,32,1024,0,0,1722,1024,692,d843e61e8809a79687c0bfdf3666e1b3e1c12fefd215951fb6c55b0c86c00f71,96827ca87e2f1f51c4ff683860faa78bbd8246629c714b19512fe0bb66124ffb,0
1029,32,1024,0,0,1770,1024,740,e20b08985e36d2508bd0c96b7551137f18b34e0ee6bc8f225f41ba24c6d3b463,898ae773ece13c3b724df59f8d05f851b8fabe95dc85e77551842fd24b1f3283,0
1030,32,1024,0,0,1782,1024,752,9ca81ace1cfba48702c4c7616e3da99b1d488fcda84f28097c1a45f42296ace5,3042b3fa7796c44ec4f2e71da0369a644fab731ec0650f8f8e462b5de4415060,0
1031,32,1024,0,0,1788,1024,758,db7aa334b93fcce612fd3fe30034f68e0cb2031eeb7106932e15052bd52ba7fc,7c388b8b7d03696c3799dd8c29ce7829e9ce157276d141ed13aaa3894aa6affe,0
1032,32,1024,0,0,1830,1024,800,54737fc96514088e1014c58fb7a8e0cb909189e28278ea1c4ba5a1fb06869d41,eec21e63b6e54c59b262200af2648f3f213660da4ebb1c3e25687ede1c23f586,0
1033,32,1024,0,0,1926,1024,896,8cf5c34fb9e588e9cc1b92fcf551573aa352243f85d9dce66dd4fe8854370659,0398a994d167eb299712428798df8b18b0b49bc88fb8595cd27b9aeeef166406,0
1034,32,1024,0,0,1926,1024,896,770181a4a94a299e9537bdadd827fd9ee350af7d20bb523789490cb47ed7a96b,9688568c67b6f96beaeeb98dc511bd6c7dc9ab10ffa2d50dbcd3d06591b36320,0
1035,32,1024,0,0,1914,1024,884,9cb95c62d133b2de3160df7009d70af49acb3ac5fdd8cbdee13e95a69c1c73e4,6d50fb229ca475facd586902d2f7009b8159bcd28604f2c5508895f1bec272e2,0
1036,32,1024,0,0,1854,1024,824,3f59664a9715bae88875727311c70e88b7800df5707ab1f44f223529af091f3f,2f65eab0752995bf4771b8712fb75970aa5475fadb4011f983adde9f911d7070,0
1037,32,1024,0,0,1920,1024,890,b5a684732fb374f586edda446418bada1388bade1b393f6866d2128fd1591c97,3d57f43c12ec2b97246e0e5a2d22b879117cd40168fa392b3ca5d783dd31e155,0
1038,32,1024,0,0,1914,1024,884,cbdc7de549db0aba26e124e7cbdb5beca222536253e60213936235409433db85,b7bed2130f25b3af5d25488ca5eea0670fee7c6081021886b3a061868364e182,0
1039,32,1024,0,0,1926,1024,896,f23acbe1daa502943bac88222bd5a4351f42de22d2d5b23f57e26ba7dfc99a48,109492197c7513215713fd9eac153c4f30010c1944d233b0b8e39a89ec2d4a7a,0
1040,32,1024,0,0,1872,1024,842,f01053fc03e98b49255291deee949a994bccca76d78ce164ba019c9d82873042,d3203300dc82c99db86687adb942331a6365292c7819359b7090321f3da82466,0
1041,32,1024,0,0,1806,1024,776,0c3cd1e1d352c2bc868fd9748ce1dfde38e61b8ccff6902eccbea6c84da2eb02,fcb34e3296ea51dc0622f93bd49053a6c68d45abbffae44f5588bec01c4e3a41,0
1042,32,1024,0,0,1782,1024,752,8761a21c39c1ce43ecffe65c677d7a6ccee952093083f16a61932824b6f6d7cd,3a1eb5758525f9552ed6795e6f7a990eb7d6a9a965682eb6ac54173c84bcbca4,0
1043,32,1024,0,0,1788,1024,758,eb941b908cc67a2b3b3fbdf6d03342151772977e622923aaf867801748470e30,795456ddb2b1995a385f055ea19877c623429c9b1d82cf8c502b14dc0e3a451d,0
1044,32,1024,0,0,1722,1024,692,2b9a1899637170639d4e68b21e21b5abe90bd479c5ebb4775615a400e4ede445,41d52593c775b832a0434823acc85e6e1cd0c0010895bddfec67172a3926ff96,0
1045,32,1024,0,0,1650,1024,620,7dbd041345eb8ee722e54ec816020e180c9fe561f9ed8efaddb30653c80822f4,761177ef95e5b36cd419822dd3f638a50997f8f14eb170895088cfcf754e6679,0
1046,32,1024,0,0,1614,1024,584,f588af2758dc720422368b9b4cd0721ea6030e6489a19e32e1cd726933184de9,c741690115dd6ed7514a50b42209d4aaf854bbc4b3e988658363d9d0545290b3,0
1047,32,1024,0,0,1566,1024,536,7a9da09b58ae3f0c47d78afc4e254086d6e1901269f3d98da043b7a262dfa30c,e61295eb2bce15497f70764d1bed4d388feb32a9889b1b4f0d8ac8f3b397453b,0
1100,32,1024,0,0,1494,1024,464,056e698d28620d7eeecb6bd9bb6f2a60dbc1ec9b4285a36d0bf25afb3ace61f1,9ce341f35813ffbb46be29e5bbb02039fff366a47fb017581d11c387ba4671e8,0
1101,32,1024,0,0,1596,1024,566,e15a303ee1335d6469088a03914d734cc10e29e2e27aa929dae21be9bc72b8cd,60c404585a671b7078e8bb1823bab1ad0c9b17baceebcd9d4fe22fe302cb4b8a,0
1102,32,1024,0,0,1614,1024,584,3dde137fe9079bf884350572e1cfaed407b1c36eefed32e1dbe5294f5d5d6ea8,a9b98c27b82f60d4841f24b744d668f9adb6f2fa573a829dc37e973ec39ba865,0
1103,32,1024,0,0,1674,1024,644,6f08d64f941f846d13fd1c14efbd0147e33ed6e628286810ecbeeea444730655,4faaff724c6b8513a15b2d8ec0e7b32f853dbef265f527cf2f49c81814824d32,0
1104,32,1024,0,0,1710,1024,680,58e0914cea4ea79b20ff102d8c913ab1bfbb9f1c634b2a94a3d708299eb5728b,8319ba0aa4e1c2e1871fa423b3fd3f4817e49921ff6677ca0478f917188a5e2d,0
1105,32,1024,0,0,1764,1024,734,33e708c539da06103ed03ead68bf8167e36a91b5681517e8b51d1d360d371842,75d26477e1834fd20863fa359519ed7002aa4a82527dafd0344ff7fa18df641e,0
1106,32,1024,0,0,1746,1024,716,ed7ef9c3e1889258d12c894e60dbd4d60544209affa083643842678070317ec5,91a9d4baffbe17567671c34c14ef418334d7f41bf1beee21bdf53b68f2159de2,0
1107,32,1024,0,0,1824,1024,794,8183af849adea3d37e28915d36b79f047841686bd6412d715008a645ef5048c9,52ed7cbb7ed820974883b4dde70c91919428f7f5f5a0a2b0207b4e3d2cf8f445,0
1108,32,1024,0,0,1860,1024,830,40eeda56030b0745b93eed76cfb84d83b9ebd24b2aea38487ab09d2d0e11b147,2496be890f85ef2e5edef634073ca3e3acf86aa5cd2d8c7c97b576f13fd5a526,0
1109,32,1024,0,0,1872,1024,842,d8c00706faa866aeafbe3b74edbcae6a58570a5587629fed773347e9ad099c54,75d02d94bbfeb43b38387db963d653b0622a5c62dfd060187009c341cd034c69,0
1110,32,1024,0,0,1770,1024,740,c3c9a2ea908d220c1485d0cb9a9db9bc343866c0ac2a462241e3cbc82acc5060,f0efb5c5d0252726ef810253057c7034d02c97551cdbef59509dd30bbb41edaf,0
1111,32,1024,0,0,1728,1024,698,92bfe611598dba1dfe2caa13bcf20970e38da0ed9692ffdc66172df8014f2267,3cd51dd8be29ee5c2ae6369a5b270c4ae6e2494d43e09193f7a8aca987e34738,0
1112,32,1024,0,0,1782,1024,752,2d2c680b254c4d2e4bc33c0f5d2420b05171556edc21458dfb7f349ba7ae6124,f0668295df84a021f90404dc9c24fd17c25d01c5de9ac99ee07228d2502e3ac6,0
1113,32,1024,0,0,1854,1024,824,4551fd467e65d7a6b395e02dc1f30c74d078325793969bd9f95e0faf317372e7,02a29d6ca9753965db2632437cc5686a0e0b54f59dccb8916159f0f4f94b16c9,0
1114,32,1024,0,0,1758,1024,728,38d74d7b001ac9cbf42cd6c74aff9e66d9f946c1e4626086b9f9920d603fe99a,0c1103d854a89fe3507b9396eafaa1cbba257faac75068a185ff809cee0a76e5,0
1115,32,1024,0,0,1824,1024,794,bdb19f79e0d239c5daeff4eafe9e5034102328d817d23f875bc4901a54190c2c,ae4dffd8da952078a24fe618408c5f7ff2833d9b767043e354a07978994e12c5,0
1116,32,1024,0,0,1872,1024,842,ca8ee0100319dfdb074ca2f0e3dec1dd82fb03da7dba2a1ac5b2e04e2255cb00,43e65a189d39665b6b2e3852b6efb475d8ffe5fae344c5373352d8bfd6202c4e,0
1117,32,1024,0,0,1830,1024,800,1269ab3e1e09bc011de1321f2201fa27f51d6feff18458b898c6f163fce6320e,0dd55460a8b22bb4367b1fb5623872fc186e8daea1fc082db15baa0b1f4726eb,0
1118,32,1024,0,0,1740,1024,710,7a20038ff83b7d523b426cc890f25c65c3f00e56c3e59b1868720a9bae21ab02,b5dc0e4f9181b990a6699278c9fdd4baba5f66ef4c37dd57b39cba0615067fdf,0
1119,32,1024,0,0,1740,1024,710,82aea6c26f45866ec6633f494a6237615798eabac014ad94dc37d6c4581a4bdc,f04b9ae6aaef6039ed7842adddb5df94866c30f678afd16cc65b4b0e59e0773a,0
1120,32,1024,0,0,1698,1024,668,ee7ec6377bb17c13a3cb16c1f4ca8a42a5ec4f25c523da8ff0f27396f859b85d,ab255a7bca36349deeab7183794c957c7500c4b7e6afc827b7fe532ad6a0ad95,0
1121,32,1024,0,0,1668,1024,638,31dbf8948f1ed1f75e98cf799d2707dc6fe01c803801f4ebe21e1a1a76dcbb16,37edc200c2aba47eec3014299bdac0f05f533fd57e72986c048758f2ad505300,0
1122,32,1024,0,0,1620,1024,590,62bd69e9ad019119f72424abbd3f8516e6df8bca148cbd08ffd40a370fad6733,35474ba313bef19dec01e12fd248767cd2e21bdddf80d66a81768c9a36ac6a74,0
1123,32,1024,0,0,1566,1024,536,9760acebb27143847b39641e803e72532cc34b349ec89be3c59007d8341242c5,12ed79065ff761fceca7eb3bb0d77dbd82f48c66a49bf947ddcdf8ad20df597c,0
1124,32,1024,0,0,1490,1024,460,b2414321f30a329f39cc7b87ec3542693efe404b37a28e5930e11586187c47dc,7e43efdc3842c271c91d0ea76481edea003460d6f15e98058ae9ef3bce6ff5f0,0
1125,32,1024,0,0,1532,1024,502,ef7844e12a7817c6f58760ee8b7f281562dcae868f55b706d30dbbcebb319af7,082ecdd01f308d02160c4938e6532898694bc1f6201c8ac1f6568db55b13abe8,0
1126,32,1024,0,0,1602,1024,572,ad7f7546fc1687132d68ba5a86b1db46ef95d8940e799040aaa57b32cbe53bd5,a65c2546bb72307503734c42edd50a6695ee5e531cc880a1755597bd88358a38,0
1127,32,1024,0,0,1644,1024,614,895820f8dc0ede40e506e43a4b358013027d6659a86e965235ef37ee92ef3a03,40a382e2e8a2066d0514390f2ea11210fa8c4646bdbdca7897eaa53816648651,0
1128,32,1024,0,0,1716,1024,686,ae205d3812b93d5f49eb55970cdee54290f32bd8e7619f1d939f96b08eb72267,4aab69d145e8928b7ce6859439cded6c32fea0975110b1c34ab875bf5c992528,0
1129,32,1024,0,0,1776,1024,746,3f239f836a40c5cf3d8128bf614f53260b0f9816feed9c39be30e3743bc57d75,9b14f277aecd91b9906839a302b7b0717f4d6efc2022cf6e274bc7739e10b07e,0
1130,32,1024,0,0,1806,1024,776,d01fc36d2e30f1ac5306be264456a0b4d4dea98dd05a2e194aaaec886ef08683,f7ce288cab849b15de7462213d06f0b0bbbe4dd116574b89e3571e33f7a67048,0
1131,32,1024,0,0,1794,1024,764,1233528fbc91764a367097ae0e30b7090a4f76ff4e6d2c7f6e674c4d74612bd7,c7477b0117cd180b278810fbd0874bd141be036bcf021aec13db9fcd1c862693,0
1132,32,1024,0,0,1842,1024,812,934a9501fd1289632e4f733a44cb6d96e8229a5e9bc481476a89dde904e7a0be,cc475d18270528ebdb232eee4fbf69375aa65211861178e35370757af49b5a1f,0
1133,32,1024,0,0,1956,1024,926,5b1aefc6468bd2c220ab5cacad5cf701dd2ba92e4fe1e400b88ed057f7026c96,b61746e25b0a2f9320e44e7bab37f93c8c8ab7fbda7936ad811fa3787ae33269,0
1134,32,1024,0,0,1950,1024,920,11bb0af75a3141a05c88f041af0d073c32a2159e7bd4a02b98394485d2840813,73e4f9bb1ffa44bebcf24c5cf9aac3b41861a77bdd866dae85f689b876eaeb14,0
1135,32,1024,0,0,1962,1024,932,f08580e845544ac24253685784e3e54b61fd0ecde766ecdd18c2279a7c8e9caa,e37871dbf56622bfde0b007e327d572e8bac440f3d55fc9a305fd707f7d2c04b,0
1136,32,1024,0,0,1902,1024,872,f2736f981f03b73aa1ea3bde681bff57a888b70a960329739070340e0c87df88,38c13f561f5916d44be3eef295dd91b960f9ebdf40ecd4f50c31fd9634ffaf67,0
1137,32,1024,0,0,1974,1024,944,c8c60413f8229bc39e7cdde7fbb86fbaaf806e1c5daac907fd51538fff6b01ae,3056e6fe7240714612d76f3a27eae1ef997b731888e3aecf41e7b3f2857131d2,0
1138,32,1024,0,0,1950,1024,920,48eac70500e9573f0f02d6513ef8a17199723e58b3144cbe6387996b33abfb1b,38e4e5ef04b9684c4e065d04bd084805a0361bf8dd32e4899c052ebca6e0a364,0
1139,32,1024,0,0,1932,1024,902,a4b2be27c0ea2d320586cb52b4886dfc4e532b0e64b632fb00cc804df51abfec,e2edba7db728ac6d188e9366507780179ead339ea4eaf544b3dc8ea0c547be37,0
1140,32,1024,0,0,1884,1024,854,f31640d2887a5dc9801a886001251a2e2514c5f324a373b9fb03c99871bcbb39,83f5da618506a0c287fb2796a0a2152868f0cbc9c699b220cfc604c07a088028,0
1141,32,1024,0,0,1818,1024,788,9a159a9df44a84e2796db950cb9ae18aee7c89bda21da6ede05a738599129422,8790ed9af12387b62b1949307ab44c9d94b42aa680c038a2cc0c28b91cde8566,0
1142,32,1024,0,0,1806,1024,776,5444999dcd208d09e8f4dfffba7399cb89c926bfcedf22d8d5b20dac6040a07c,ecdafa150335f4a10e640756ce7bed2e6f630e20328dd9bf4f5d3d7b49b2e8ca,0
1143,32,1024,0,0,1794,1024,764,03161991f4a57130ef1ba940f1d8dd7a899bf0ce06dbcee5c74cfcb57f6fea5c,6eb8496d8d17004d2b6f4f19309716eea471ac66f6fd664a059e7b71d38f5085,0
1144,32,1024,0,0,1716,1024,686,c153e1532aa8c41031c99906aa85c1f17246a63f283350622fd611744011b5d7,7d0c519327824166e8fae4db97729eb41c3d321d7d2ff2b5cb2562aee73cc693,0
1145,32,1024,0,0,1656,1024,626,0d177f1f2b6b71dae827ddfe2d8253bf6436ccc50941d8a66c815c3d6d657f43,cd6cc69fd26aadc0c62dd5dec946b6b104d11683228d5a357426b6b0002685b0,0
1146,32,1024,0,0,1602,1024,572,e2619d20eda21e77a872aa0f9387dca42c476a752588f14b8a92d60d67e106cf,a270a89e7975de20442c99486cc279da9d8438062731ddcbc5c4f64e7cdafb07,0
1147,32,1024,0,0,1572,1024,542,aca658933c3fc77a6b23193041c1623ec520f9b6cd0491c95cc5c4b2afb1f61a,82162352e13993c68d2f0b4ec7501759089600a296ad1414cce3d4d057ee3e32,0
1200,24,576,0,0,1112,576,530,8bfc7dc4b497c79feacfdc310aefe4abeff68fc18fd7f97c8d5d66d2d131348e,e6cf353028f5216e53b904c1a0f0a02953c6b8c81548dbf1d42f197d4b715463,0
1201,24,576,0,0,1044,576,462,015b328bf6d8a011bb4594c09d81260812043b79ff5de7c60ef81ad07b06aacb,a3841e5f5a2a4a3e985013513aaea1f8f1ecfbbdaf27cd9f9559b20b9c1b6065,0
1202,24,576,0,0,1086,576,504,19878c617de8fa9818aeedfea70f245e7842f7cbfd20ca44aea54ade34bc01ae,e7dca33b5fc31f1c5a4a77de6996ff6b08eaa2955ebcd7634acdce86469b8434,0
1203,24,576,0,0,1098,576,516,dab5423f16e89cf4c397134f98c36f4283cb0aa5abd425f9acc37b141fde416a,f06ae329ff3bfdcf06a6ae01031358763c5bea40492aaac6e920270d7a692f1e,0
1204,24,576,0,0,1104,576,522,1bee375a5690186f57030911d3db273483e1b1f16eada7cc78bcc1fca751412b,8885ea589341ac826e9e4740df7373af7d82e75e84544a385ca30a32a7178c6f,0
1205,24,576,0,0,1104,576,522,0eafbf660906ddf538fd37de3f4fa6159a40e7729139ea987357b54fe4b7f2dc,1abbb98ed739ebc1489c4b941804212e02b6a50678896ab25846542464cda50a,0
1206,24,576,0,0,1074,576,492,fe32aa70cbd1148ec3b8fd50ec1bbdbef107f6aa406c281b14509b6939e4a191,898a33d588138199f95a76969eef924ce3c232057312f4c217d937fa7a47c2ac,0
1207,24,576,0,0,1086,576,504,a6ccbfe463f98056e9023bce9135d4cbb8accee4e1155cb3158f53db272fe6b6,c831743c9d2d4f2ede5914715fe30f885c9e81686b8eebd799bca7d03da3065b,0
1208,24,576,0,0,1074,576,492,f89eaf961989f74675bb614c481f2308dce1a5e9c829aeaefd1ee39e51a43e57,37a7ed0c202430272f54d44cbb04a738c2d606a2d9c875194f268bcd1a7861f6,0
1209,24,576,0,0,1086,576,504,7069b2c478000ccef11850e867f7f6cfad48b962048baf043f19279140e37da7,3be571befc82731bd78e00ce72d7f8868bb8fe79b4972050a02c2ae688eecd63,0
1210,24,576,0,0,1050,576,468,8628ac89fecbccb2c8e26a7ae5479496b095dbe0edd3e8b9a7b0fad822bb6d92,61ed5de7155432c864f758a3345f8ca9411a7de1839c0429384ba1d76bbdb319,0
1211,24,576,0,0,1104,576,522,9fda352344a69e33ac1123b5a43f4ec2b558b2b0300f57835af51c2fcfd3d801,7932151f79d68a7983fa946c404d762bef0e72ac86abcec15227c8acb644b059,0
1212,24,576,0,0,1128,576,546,0b874374150eb773f69102e1f859930e53ea58c9b1ea507d774d00cfdf92c524,a3262c68a1f04fd4c5e0700976e28b95bf481fa59cc51991766ba058138e5d4c,0
1213,24,576,0,0,1086,576,504,5fc841307ef7d0d6e094ccd202c4c9051c452b56a4e2de83d584d8269f49a541,ccdbb2ccf222327525f7ae51b04e861fdbe110cd26964c16cd159ceaf474c42f,0
1214,24,576,0,0,1074,576,492,a2114a0f68ad0b23f582316e99472e6a44925a4eb3d079ca8c004f071e094c96,3a1822af94a14ec47c967e8e2cdc6fc13f71bd76d57641a00c0daa96f8e52836,0
1215,24,576,0,0,1068,576,486,c5e621762da1ef54e7e0d935e8594ce4131375e67bfe6f9113cc17bc94e4da87,8951545acf8820fa13293a097feb1f3e1bc5c86b351740fd8deb348616b74072,0
1300,16,256,0,0,424,256,162,33cff2193b402b7bac45486fe2ba7b7c6f6793dbae7d3878bee4a2208652be98,1540340b258839f92f7f2e34ce03dad58b7eb21c8a005a4cbf7be90bac27054b,0
1301,16,256,0,0,470,256,208,499f70f6463bbd47be0ec9db13cd3dc9623216b1eb00177f51b1e6ac024cda86,56c5b216c9c0368b4b86f8ff23188141854466e1f5a2c88322bf26bdcb76c255,0
1302,16,256,0,0,512,256,250,0ec3f761b9b4751212e5afa859fac0d757d6f531e1d6d965f1c562a3b8ef7669,a4a453737fe4901ba48d28287ef4106254e88b96579bec135963bfbc657744da,0
1303,16,256,0,0,524,256,262,44c26c9843d42e915ceabc87a23a37cc4a169c6b6daada10535a486542896847,48bde4b0b77beac58319b30a291a02c366a9a98d0cd2949a125a7ac5e67d2e62,0
1304,16,256,0,0,542,256,280,2661bd6f46e6972bc514e0c75c08c2955b3a4b72713641cf79c1ae3eedaffe14,7921be0491b78c4a1782db567b94059014c7b5674bc23ffe0d77311e607ce6bc,0
1305,16,256,0,0,524,256,262,49adeb838655fdb407ae2c99ff8d25ffb77170e41fc18798385c08f363774fd0,4c4629c110c2ae91aee72e5e701fd5756a71c15ed80c5b6a581cc50522e363a0,0
1306,16,256,0,0,572,256,310,e940fe3816729304130e83166e079dc4ee7fedd1ee18baa1a2a16c30147dd14a,dea6f3aa223077e3ec0e04579360807bad12b7ee2956b99ee887441db731d3fb,0
1307,16,256,0,0,512,256,250,5cfa7dee400ad2fede413376073b145ead71773fc43ec672f19104c6da4a7da1,aace97184cefd2eaaba4c8c146694f7bba19a8f7a5673b5204208826c4a9c6ae,0
1308,16,256,0,0,524,256,262,161024dbb6658339cd6fa931a9aec8a2707a78a6253f118b5aa0dda99c415bb3,a8af2ab0f2a7296659c1e8fca0ab63bb8b934eaadde9e5f915ee3ea6bb2df22e,0
1309,16,256,0,0,536,256,274,629e84354867dc8ec5d9587d973c0185c07e36780530cf4fb3d4e44b51f0c69a,8abc44a3b3de62c922d05f22023cc9189063c2bd549364cfc5a8e1be45f36eb9,0
1310,16,256,0,0,488,256,226,7620dd1cac21af1351642269f9946ef4e85dd6b4adfa7e81a5e543ba35ca843a,ba26f20003d81b449737f86940a5c065a1b4367c66d74226bd870687ede2d4ec,0
1311,16,256,0,0,488,256,226,79828d5d7ea4e729618b7b495805891858dc399d9d3e45602829d9e8dc6fc451,7e235ef102065ddb1e0af9a0b142940ba38bf1c8601414fd535cfeec95cc43ca,0
1312,16,256,0,0,488,256,226,8badb0ccc4343b915b9cb00aaa8572f57396b4681cf5e8b94e9ea956611796b3,0dc5da840f72366b27eee15fa04876f6e8cd098036b4af5795594a0b4d92f0c9,0
1313,16,256,0,0,486,256,224,bb3b323a0f48f7ddcb42a490f00c749a389357a0b38f46f8cb34cd6525f63803,05faec905d78c3a01a118f613eb78a4d694780eb52c76fd9c28214332585e7d8,0
1314,16,256,0,0,454,256,192,5ead836080e8e248a368ca3fd975afa15470b23c858bf4a245d52b6885f96d5e,95948a734c82ffd68f6a84f3af0cb5ab054b3f681636f1784eb8171d7ced0c70,0
1315,16,256,0,0,424,256,162,4bf2e4b7911f10cd0e941ac960197be19d597ea93223db275996f2e125d8c941,1540340b258839f92f7f2e34ce03dad58b7eb21c8a005a4cbf7be90bac27054b,0
1316,16,256,0,0,468,256,206,e4fac7ffd100e27814b6af7b15e18ffac6ab2b2485164b85f27f1106003d338d,861c0f9075b1db03014a2677543962c0b0823efafc506892c50f50c3d466765a,0
1317,16,256,0,0,476,256,214,35f9140d9375311a7c7eb7321e524ab6f2073a6fd36acfe63a387da200d79633,4ae16650321cff003ac192cabe4ef875b9c22d3fa89682e42c259665f5fc0af1,0
1318,16,256,0,0,488,256,226,b42fd606aeb4feb65f7df6c40ca0baa4218af430b3d7a0c8fb9b43514474100a,81713cd031b098da05ea34090308a492b6f688769345497a95d5698f70369588,0
1319,16,256,0,0,494,256,232,e9ace89e9b41202876ffb7c709759d0a1f797c823305f839e3127a077f382bd6,a096219f331b8a5a1a303b688ccb942f3660c0e0993f7f9060d1653bff85f548,0
1320,16,256,0,0,494,256,232,88e4840e5b45a689acb6b01f06ac805c31394afdac6f0c267533e7525f00b237,adaa008cd5b021a14be183dbd5f0aca1509e9efcaf96ee15fcc63daf3e327b16,0
1321,16,256,0,0,536,256,274,57d8967d9f49467a28bcc0cb2c5c7d864832b287d3697ff1d0f6cde77b18422e,822f53a95087e022f0ed7d5e7a02ccd7f3370b506683acbca5d39f03400aa102,0
1322,16,256,0,0,518,256,256,2dba3a4654c7d64b375c1f6b2453c088ea26768da1d259f1972bedc5c81b96ba,2e9615195a1cb7af264ea254e68ce70564e17c9c64902b85ef313632fd7a6f9b,0
1323,16,256,0,0,512,256,250,47336dd7e21aadd7a7f8fb4a1583b35b8061230620668eee884a53fadeb56f9d,465b6e0d3e06e965d5f10831daf9ca3571a2ac689f02e481dfe3abc3c0655fee,0
1324,16,256,0,0,566,256,304,aa95d6e35c7e16747c879d864e4e33a0b0c69eecb7a83206df172e6f373d7ae2,76528bef32b20c8de3782b379d26b018462ee38fd1b8115260f7845296bf4f74,0
1325,16,256,0,0,512,256,250,a49e043f1a2d67cf1dea84d6a571404bb25ec5da659b1fa57f8d19dbec13205b,5e776bc9030b3ff4f95c513390d1a8f13fcf93e0db4f8584f0524e085fcce0b7,0
1326,16,256,0,0,530,256,268,f59206a7c9c7be548cf3458fc52656a8fa8b572c310c1d956d1e2b89e59b342d,81a1cc23307ac4423e30a18be4f0d85b628b9d852f280a680a77dd50b42006d0,0
1327,16,256,0,0,518,256,256,76912d19d67036c6e63cab37c1fbe579b91880b5b420df08433d60f16f882c62,b5eda9c921370b4bee862b3478f906a544d2ee72d9a722e5ca099a0fb5844013,0
1328,16,256,0,0,518,256,256,8d443613fbf2da6d87463b4b18d644ba729487f6a3e2ff0f8b2e3c32cd5e325f,ecc90648eae9f2cf3d5863ce9dca93ae779f3dbc38e5b5ffd98d34219f1882d9,0
1329,16,256,0,0,482,256,220,bbd436904b58f54d34cf4f2a037cf0fd81c730f33fb8d7e61277dd36f61c64ce,da613677b0b9facc5a79ecc8921ea1d0c24347a9e7fc727881c9e5442be52df0,0
1400,16,256,0,0,440,256,178,7ca19e5334ef5f508489004ada981cf1c5a26b6cfc2eea69db32a70711cfafe4,60a944c8282aa7cfe429a9963ec5842f74fe7717ea23bd70c2420e4833807762,0
1401,16,256,0,0,470,256,208,6eb20c871bb75bbeb452b932bc77d6815e658e7679155ca803a2b98d272ab795,56c5b216c9c0368b4b86f8ff23188141854466e1f5a2c88322bf26bdcb76c255,0
1402,16,256,0,0,512,256,250,7cece54861d30e52a247c3e899a7ffc15ab46297af93ba7aa143b4694cddc5e3,4242ae71fc95155e17105940b439731ead86e257b920e9db70c2d84d3cbc25e7,0
1403,16,256,0,0,530,256,268,329856f132ff07c9293afd78ac185b93a9998d0651dfa1bdad16370886726818,ec15e792213aa6d86c349e090e676f0a76cf4dae3cec8a301085002275a795c1,0
1404,16,256,0,0,536,256,274,39b4b00fb424e4799fd3dbca935ec8abd2ad60299cad0e77b527251e47dbe5ca,295f7f1427a52339d0a138ac4b73453077c82a15a09a4075b43c87fb14477783,0
1405,16,256,0,0,518,256,256,5e81bc0c6cf0a27577f73afe8886fad0b0404ceadcfc98b8d32e8862b0f2e270,a6b4052c0a9a2e139db8d1dd24f3154ed84478b6d18255926c87f0eec02337b3,0
1406,16,256,0,0,572,256,310,129ec18d4d58bae673f458ee432ae85d8dbb786a5257860438544e416dc84637,dea6f3aa223077e3ec0e04579360807bad12b7ee2956b99ee887441db731d3fb,0
1407,16,256,0,0,512,256,250,a463791b344aa345dabec3858f05737af9cf0bf93a21b0c60031c4503afe9038,aace97184cefd2eaaba4c8c146694f7bba19a8f7a5673b5204208826c4a9c6ae,0
